STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08
USW00053152,"SANTA BARBARA 11 W, CA US",11/19/2018,,,,,0,,,,67,46,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/20/2018,,,,,0,,,,71,45,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/21/2018,,,,,0.69,,,,68,45,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/22/2018,,,,,0,,,,68,49,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/23/2018,,,,,0,,,,71,49,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/24/2018,,,,,0,,,,78,56,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/25/2018,,,,,0,,,,68,51,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/26/2018,,,,,0,,,,70,47,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/27/2018,,,,,0,,,,69,47,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/28/2018,,,,,0.43,,,,63,48,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/29/2018,,,,,1.06,,,,66,55,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",11/30/2018,,,,,0,,,,67,48,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/1/2018,,,,,0,,,,67,46,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/2/2018,,,,,0,,,,63,45,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/3/2018,,,,,0,,,,64,45,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/4/2018,,,,,0.1,,,,67,44,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/5/2018,,,,,0.07,,,,61,54,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/6/2018,,,,,0.02,,,,63,56,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/7/2018,,,,,0,,,,63,46,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/8/2018,,,,,0,,,,65,44,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/9/2018,,,,,0,,,,66,44,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/10/2018,,,,,0,,,,65,48,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/11/2018,,,,,0,,,,65,43,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/12/2018,,,,,0,,,,65,44,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/13/2018,,,,,0,,,,71,44,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/14/2018,,,,,0,,,,66,46,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/15/2018,,,,,0,,,,64,41,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/16/2018,,,,,0,,,,65,43,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/17/2018,,,,,0.25,,,,63,50,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/18/2018,,,,,0,,,,64,45,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/19/2018,,,,,0,,,,65,43,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/20/2018,,,,,0,,,,64,42,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/21/2018,,,,,0,,,,66,51,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/22/2018,,,,,0,,,,63,47,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/23/2018,,,,,0,,,,64,45,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/24/2018,,,,,0,,,,71,49,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/25/2018,,,,,0.07,,,,64,49,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/26/2018,,,,,0,,,,67,41,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/27/2018,,,,,0,,,,68,44,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/28/2018,,,,,0,,,,60,40,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/29/2018,,,,,0,,,,60,37,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/30/2018,,,,,0,,,,69,37,,,,,,,,,
USW00053152,"SANTA BARBARA 11 W, CA US",12/31/2018,,,,,0,,,,60,41,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/1/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/2/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/3/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/4/2018,,,,,0.24,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/5/2018,,,,,0.15,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/6/2018,,,,,0.02,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/7/2018,,,,,0,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/8/2018,,,,,0.04,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/9/2018,,,,,1.65,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/10/2018,,,,,0.29,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/11/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/12/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/13/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/14/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/15/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/16/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/17/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/18/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/19/2018,,,,,0.02,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/20/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/21/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/22/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/23/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/24/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/25/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/26/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/27/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/28/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/29/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/30/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",1/31/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/1/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/2/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/3/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/4/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/5/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/6/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/7/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/8/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/9/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/10/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/11/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/12/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/13/2018,,,,,0.02,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/14/2018,,,,,0.02,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/15/2018,,,,,0.01,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/16/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/17/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/18/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/19/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/20/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/21/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/22/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/23/2018,,,,,0,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/24/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/25/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/26/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/27/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",2/28/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/1/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/2/2018,,,,,0.33,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/3/2018,,,,,0.1,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/4/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/5/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/6/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/7/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/8/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/9/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/10/2018,,,,,0.01,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/11/2018,,,,,0.93,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/12/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/13/2018,,,,,0.04,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/14/2018,,,,,0.86,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/15/2018,,,,,0.36,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/16/2018,,,,,0.04,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/17/2018,,,,,0.21,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/18/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/19/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/20/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/21/2018,,,,,0.75,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/22/2018,,,,,1.61,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/23/2018,,,,,1.38,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/24/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/25/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/26/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/27/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/28/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/29/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/30/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",3/31/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/1/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/2/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/3/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/4/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/5/2018,,,,,0.04,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/6/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/7/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/8/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/9/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/10/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/11/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/12/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/13/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/14/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/15/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/16/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/17/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/18/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/19/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/20/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/21/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/22/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/23/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/24/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/25/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/26/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/27/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/28/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/29/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",4/30/2018,,,,,0.14,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/1/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/2/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/3/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/4/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/5/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/6/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/7/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/8/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/9/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/10/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/11/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/12/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/13/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/14/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/15/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/16/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/17/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/18/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/19/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/20/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/22/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/23/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/24/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/25/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/26/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/27/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/28/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/29/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/30/2018,,,,,0.05,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",5/31/2018,,,,,0.03,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/1/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/2/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/3/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/4/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/5/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/6/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/7/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/8/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/9/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/10/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/11/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/12/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/13/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/14/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/15/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/16/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/17/2018,,,,,0.02,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/18/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/19/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/20/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/21/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/22/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/23/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/24/2018,,,,,0,,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/25/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/26/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/27/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/28/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/29/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",6/30/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/1/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/2/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/3/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/4/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/5/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/6/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/7/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/8/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/9/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/10/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/11/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/12/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/13/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/14/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/15/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/16/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/17/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/18/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/19/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/20/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/21/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/22/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/23/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/24/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/25/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/26/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/27/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/28/2018,,,,,0,0,,,,,,,,,,,,,
US1CASB0001,"GOLETA 3.7 WNW, CA US",7/29/2018,,,,,0,0,,,,,,,,,,,,,
